peak	gene	distance	peak_type
chr9_136964181_136964708	BRD3	-30525	distal
chr9_136987932_136988637	WDR5	-12573	distal
chr9_137000109_137002116	WDR5	0	promoter
chr9_137028092_137030948	WDR5	26883	distal
chr9_137035749_137036461	WDR5	34540	distal
chr9_137037160_137037399	WDR5	35951	distal
chr9_137039121_137039682	WDR5	37912	distal
chr9_137040288_137040759	WDR5	39079	distal
chr9_137135500_137136145	RXRA	-82281	distal
chr9_137160087_137160899	RXRA	-57527	distal
chr9_137168149_137168855	RXRA	-49571	distal
chr9_137185629_137186096	RXRA	-32330	distal
chr9_137193510_137194090	RXRA	-24336	distal
chr9_137216004_137219461	RXRA	0	promoter
chr9_137232288_137233663	RXRA	13863	distal
chr9_137235392_137236794	RXRA	16967	distal
chr9_137237903_137238255	RXRA	19478	distal
chr9_137251370_137252380	RXRA	32945	distal
chr9_137257681_137258784	RXRA	39256	distal
chr9_137263254_137268168	RXRA	44829	distal
chr9_137269345_137270208	RXRA	50920	distal
chr9_137272689_137274564	RXRA	54264	distal
chr9_137276512_137278191	RXRA	58087	distal
chr9_137282093_137284341	RXRA	63668	distal
chr9_137285160_137285975	RXRA	66735	distal
chr9_137287199_137289627	RXRA	68774	distal
chr9_137291271_137291976	RXRA	72846	distal
chr9_137295307_137297954	RXRA	76882	distal
chr9_137298559_137302353	RXRA	80134	distal
chr9_137332056_137333243	RXRA	113631	distal
chr9_137333861_137336229	RXRA	115436	distal
chr9_137340938_137342232	RXRA	122513	distal
chr9_137347316_137349065	RXRA	128891	distal
chr9_137350853_137351546	RXRA	132428	distal
chr9_137366812_137367423	RXRA	148387	distal
chr9_137368158_137368467	RXRA	149733	distal
chr9_137533133_137534068	COL5A1	0	promoter
chr9_137540989_137541365	COL5A1	7339	distal
chr9_137581426_137581557	COL5A1	47776	distal
chr9_137631029_137631256	COL5A1	97379	distal
chr9_137809553_137810038	FCN1	0	promoter
chr9_137811103_137811540	FCN1	-1295	distal
chr9_137814156_137815133	FCN1	-4348	distal
chr9_137816693_137817446	FCN1	-6885	distal
chr9_137820586_137821718	FCN1	-10778	distal
chr9_137826560_137826876	FCN1	-16752	distal
chr9_137828317_137829217	FCN1	-18509	distal
chr9_137857215_137857630	FCN1	-47407	distal
chr9_137945046_137945343	OLFM1	-21925	distal
chr9_138304400_138304806	PPP1R26	-66119	distal
chr9_138370593_138372825	PPP1R26	0	promoter
chr9_138391068_138393375	C9orf116;MRPS2	0;0	promoter;promoter
chr9_138396443_138396916	C9orf116;MRPS2	-2864;0	distal;distal
chr9_138593706_138594106	KCNT1	0	promoter
chr9_138668803_138669159	KCNT1	40325	distal
chr9_138756259_138756706	CAMSAP1	18037	distal
chr9_138779004_138780079	CAMSAP1	-4262	distal
chr9_138796846_138800428	CAMSAP1	0	promoter
chr9_138802123_138802383	CAMSAP1	-3050	distal
chr9_138818538_138819228	CAMSAP1	-19465	distal
chr9_138831094_138831567	UBAC1	21659	distal
chr9_138850218_138850734	UBAC1	2492	distal
chr9_138852116_138853647	UBAC1	0	promoter
chr9_138854466_138854623	UBAC1	-1241	distal
chr9_138859135_138860101	UBAC1	-5910	distal
chr9_138860976_138861770	UBAC1	-7751	distal
chr9_138863777_138864144	UBAC1	-10552	distal
chr9_138865105_138865556	UBAC1	-11880	distal
chr9_138870524_138871465	UBAC1	-17299	distal
chr9_138881628_138882884	UBAC1	-28403	distal
chr9_138884331_138885249	UBAC1	-31106	distal
chr9_138947461_138947866	NACC2	-5036	distal
chr9_138951662_138952355	NACC2	-9237	distal
chr9_138958886_138959496	NACC2	-16461	distal
chr9_138960199_138960533	NACC2	-17774	distal
chr9_138967496_138969564	NACC2	17567	distal
chr9_138971320_138972034	NACC2	15097	distal
chr9_138980684_138982269	NACC2	4862	distal
chr9_138985534_138987989	NACC2	0	promoter
chr9_138990670_138991120	NACC2	-3540	distal
chr9_138997490_138999863	NACC2	-10360	distal
chr9_139000919_139002957	C9orf69	7320	distal
chr9_139004981_139005609	C9orf69	4668	distal
chr9_139009338_139011680	C9orf69	0	promoter
chr9_139014365_139015217	C9orf69	-3657	distal
chr9_139025004_139025383	C9orf69	-14296	distal
chr9_139062145_139062502	LHX3	31018	distal
chr9_139096797_139097148	LHX3	0	promoter
chr9_139117017_139118394	QSOX2	19293	distal
chr9_139123511_139124299	QSOX2	13388	distal
chr9_139131731_139132164	QSOX2	5523	distal
chr9_139136157_139138325	QSOX2	0	promoter
chr9_139158677_139159906	QSOX2	-20991	distal
chr9_139221460_139222569	GPSM1	0	promoter
chr9_139233614_139234088	GPSM1	7175	distal
chr9_139237051_139237722	GPSM1	-9787	distal
chr9_139256868_139258901	CARD9;DNLZ	0;0	distal;promoter
chr9_139260209_139260707	CARD9;DNLZ	0;-1969	distal;distal
chr9_139266812_139268455	CARD9	0	promoter
chr9_139271666_139272046	CARD9;SNAPC4	-3534;0	distal;distal
chr9_139293675_139295334	SNAPC4	-427	promoter
chr9_139297841_139299534	SDCCAG3;SNAPC4	0;-4593	distal;distal
chr9_139303348_139305862	PMPCA;SDCCAG3	0;0	promoter;promoter
chr9_139332788_139334759	INPP5E;SEC16A	0;0	promoter;distal
chr9_139376118_139380082	SEC16A	0	promoter
chr9_139382835_139383563	SEC16A	-4625	distal
chr9_139407180_139407633	NOTCH1;SEC16A	0;-28970	distal;distal
chr9_139415776_139417353	NOTCH1	22885	distal
chr9_139422340_139423161	NOTCH1	17077	distal
chr9_139423973_139425533	NOTCH1	14705	distal
chr9_139426984_139429752	NOTCH1	10486	distal
chr9_139432765_139435493	NOTCH1	4745	distal
chr9_139437891_139438028	NOTCH1	2210	distal
chr9_139438650_139441959	NOTCH1	0	promoter
chr9_139445790_139447220	NOTCH1	-5553	distal
chr9_139452189_139453571	NOTCH1	-11952	distal
chr9_139455051_139455455	NOTCH1	-14814	distal
chr9_139457504_139457863	NOTCH1	-17267	distal
chr9_139458757_139459626	NOTCH1	-18520	distal
chr9_139466846_139467606	NOTCH1	-26609	distal
chr9_139470722_139471117	NOTCH1	-30485	distal
chr9_139481395_139481979	NOTCH1	-41158	distal
chr9_139498429_139498603	EGFL7	-54705	distal
chr9_139510092_139510426	EGFL7	-42882	distal
chr9_139512336_139514846	EGFL7	-38462	distal
chr9_139519699_139519885	EGFL7	-33423	distal
chr9_139524765_139526507	EGFL7	-26801	distal
chr9_139538188_139540110	EGFL7	-13198	distal
chr9_139540822_139541269	EGFL7	-12039	distal
chr9_139543403_139543569	EGFL7	-9739	distal
chr9_139550335_139550537	EGFL7	-2771	distal
chr9_139551269_139551671	EGFL7	-1637	distal
chr9_139553188_139553942	EGFL7	0	promoter
chr9_139559642_139561175	EGFL7	0	promoter
chr9_139566009_139566474	EGFL7	5766	distal
chr9_139573059_139574437	AGPAT2	7411	distal
chr9_139580561_139582933	AGPAT2	0	promoter
chr9_139588566_139589071	AGPAT2	-6692	distal
chr9_139590565_139591118	AGPAT2	-8691	distal
chr9_139592386_139593053	AGPAT2	-10512	distal
chr9_139595150_139596490	FAM69B	-10532	distal
chr9_139597677_139598153	FAM69B	-8869	distal
chr9_139599926_139600460	FAM69B	-6562	distal
chr9_139606177_139607111	FAM69B	0	promoter
chr9_139607695_139607931	FAM69B	674	distal
chr9_139608709_139609208	FAM69B	1688	distal
chr9_139612738_139618213	FAM69B	0	promoter
chr9_139620905_139623881	FAM69B	5569	distal
chr9_139636237_139637004	LCN10;RP11-216L13.16	351;0	distal;distal
chr9_139644149_139644655	LCN6	-1170	distal
chr9_139652611_139653229	LCN8	0	promoter
chr9_139655368_139655424	LCN15;LCN8	0;-2374	distal;distal
chr9_139657508_139657872	LCN15	1093	distal
chr9_139660853_139661670	LCN15	-1889	distal
chr9_139664335_139664776	LCN15	-5371	distal
chr9_139668116_139668579	LCN15	-9152	distal
chr9_139678706_139678927	TMEM141	-6880	distal
chr9_139679577_139679806	TMEM141	-6001	distal
chr9_139681865_139682714	TMEM141	-3093	distal
chr9_139684867_139686906	RP11-216L13.17;TMEM141	0;0	promoter;promoter
chr9_139689330_139689800	CCDC183;RP11-216L13.17	-1015;0	distal;distal
chr9_139693916_139696017	CCDC183;RP11-216L13.17	3102;0	distal;distal
chr9_139701575_139703467	CCDC183;RABL6	0;0	distal;promoter
chr9_139715698_139716055	RABL6	-438	promoter
chr9_139736294_139739981	C9orf172	0	promoter
chr9_139741091_139744725	C9orf172;PHPT1	0;0	distal;promoter
chr9_139750448_139752660	MAMDC4	3630	distal
chr9_139753776_139753898	EDF1;MAMDC4	6820;0	distal;distal
chr9_139759873_139761495	EDF1	0	promoter
chr9_139776102_139777621	TRAF2	-3349	distal
chr9_139780152_139782124	TRAF2	0	promoter
chr9_139795997_139797741	TRAF2	15028	distal
chr9_139823084_139823473	FBXW5	15629	distal
chr9_139826601_139826891	FBXW5	12211	distal
chr9_139838136_139839903	C8G;FBXW5	0;0	promoter;promoter
chr9_139842417_139842833	C8G	2705	distal
chr9_139843733_139845396	LCN12	-1384	distal
chr9_139854350_139855737	LCN12	7571	distal
chr9_139859956_139861133	PTGDS	-10824	distal
chr9_139869258_139870853	PTGDS	-1104	distal
chr9_139872235_139873628	PTGDS;RP11-229P13.28	0;266	distal;distal
chr9_139879446_139879955	LCNL1;RP11-229P13.28	2002;0	distal;distal
chr9_139885946_139887768	C9orf142	0	promoter
chr9_139890371_139892974	CLIC3	0	promoter
chr9_139893814_139895384	CLIC3	-2560	distal
chr9_139898832_139899100	CLIC3	-7578	distal
chr9_139916033_139917230	ABCA2	5412	distal
chr9_139920081_139920423	ABCA2	2219	distal
chr9_139921961_139925691	ABCA2;FUT7	0;0	promoter;distal
chr9_139926304_139930299	FUT7;RP11-229P13.27	0;0	promoter;distal
chr9_139939195_139941545	NPDC1	0	promoter
chr9_139944196_139944660	ENTPD2;NPDC1	0;-3542	distal;distal
chr9_139948120_139948950	ENTPD2	0	promoter
chr9_139958401_139958978	SAPCD2	6062	distal
chr9_139962003_139962964	SAPCD2	2076	distal
chr9_139964160_139965892	SAPCD2	0	promoter
chr9_139967677_139968180	SAPCD2	-2638	distal
chr9_139971239_139972879	UAP1L1	0	promoter
chr9_139979582_139982342	MAN1B1	0	promoter
chr9_139989936_139991041	MAN1B1	8405	distal
chr9_140008198_140009908	DPP7	0	promoter
chr9_140013095_140013687	DPP7	-3926	distal
chr9_140016167_140016385	DPP7	-6998	distal
chr9_140021381_140024952	GRIN1	-7890	distal
chr9_140033468_140034008	GRIN1	0	promoter
chr9_140045156_140046289	GRIN1	11224	distal
chr9_140050961_140051997	GRIN1;LRRC26	0;12506	distal;distal
chr9_140063724_140063725	LRRC26;RP11-350O14.18	778;0	distal;distal
chr9_140071029_140071360	ANAPC2;TMEM210	0;-4169	distal;distal
chr9_140082424_140084249	ANAPC2;SSNA1	0;0	promoter;promoter
chr9_140094301_140096145	TPRN	0	promoter
chr9_140099421_140100717	NDOR1;TMEM203	0;0	promoter;promoter
chr9_140116136_140119503	CYSRT1	0	promoter
chr9_140121585_140122444	RNF224	0	promoter
chr9_140130623_140131846	SLC34A3;TUBB4B	0;-3819	distal;distal
chr9_140134310_140142397	FAM166A;TUBB4B	0;0	promoter;promoter
chr9_140142898_140143065	FAM166A	-677	promoter
chr9_140144579_140145233	C9orf173	-480	promoter
chr9_140145999_140146592	C9orf173	262	distal
chr9_140147519_140147594	C9orf173	1782	distal
chr9_140148358_140150567	NELFB	0	promoter
chr9_140162568_140163279	NELFB;TOR4A	0;-8922	distal;distal
chr9_140165772_140166223	NELFB;TOR4A	0;-5978	distal;distal
chr9_140170470_140170550	TOR4A	-1651	distal
chr9_140171258_140173064	TOR4A	0	promoter
chr9_140175301_140175676	TOR4A	3101	distal
chr9_140177372_140177495	TOR4A	5172	distal
chr9_140180809_140181708	TOR4A	8609	distal
chr9_140188704_140190549	NRARP	6154	distal
chr9_140195265_140198377	NRARP	0	promoter
chr9_140199112_140199165	NRARP	-2410	distal
chr9_140199726_140200726	NRARP	-3024	distal
chr9_140201623_140202101	EXD3;NRARP	0;-4921	distal;distal
chr9_140205981_140206065	EXD3;NRARP	0;-9279	distal;distal
chr9_140210494_140211476	EXD3;NRARP	0;-13792	distal;distal
chr9_140214994_140215680	EXD3;NRARP	0;-18292	distal;distal
chr9_140220751_140221814	EXD3;NRARP	0;-24049	distal;distal
chr9_140281822_140282083	EXD3	35524	distal
chr9_140294250_140294807	EXD3	22800	distal
chr9_140301214_140301912	EXD3	15695	distal
chr9_140306060_140306615	EXD3	10992	distal
chr9_140311680_140312336	EXD3	5271	distal
chr9_140316801_140319650	EXD3;NOXA1	0;0	promoter;promoter
chr9_140335731_140336396	ENTPD8	0	promoter
chr9_140339506_140340527	ENTPD8	-3606	distal
chr9_140341280_140341901	ENTPD8	-5380	distal
chr9_140343329_140349306	NSMF	4448	distal
chr9_140352564_140354844	NSMF;PNPLA7	0;0	promoter;distal
chr9_140355601_140357272	NSMF;PNPLA7	-1816;0	distal;distal
chr9_140376667_140377078	NSMF;PNPLA7	-22882;0	distal;distal
chr9_140386975_140387244	NSMF;PNPLA7	-33190;0	distal;distal
chr9_140388510_140388955	NSMF;PNPLA7	-34725;0	distal;distal
chr9_140429226_140429683	PNPLA7	15153	distal
chr9_140444279_140447140	MRPL41;PNPLA7	0;0	promoter;promoter
chr9_140472793_140474023	DPH7	0	promoter
chr9_140484023_140485958	ZMYND19	0	promoter
chr9_140487302_140487653	ZMYND19	-2361	distal
chr9_140497105_140497625	ARRDC1	-2481	distal
chr9_140498973_140503342	ARRDC1	0	promoter
chr9_140506241_140506942	ARRDC1	6136	distal
chr9_140512474_140514477	EHMT1	0	promoter
chr9_140515820_140516215	EHMT1	2356	distal
chr9_140519998_140520058	EHMT1	6534	distal
chr9_140522866_140523534	EHMT1	9402	distal
chr9_140524980_140525441	EHMT1	11516	distal
chr9_140526604_140526646	EHMT1	13140	distal
chr9_140533675_140534270	EHMT1	20211	distal
chr9_140541634_140542612	EHMT1	-27026	distal
chr9_140567231_140567879	EHMT1	-1759	distal
chr9_140571052_140571348	EHMT1	1415	distal
chr9_140583225_140583580	EHMT1	13588	distal
chr9_140586095_140586570	EHMT1	16458	distal
chr9_140589609_140590033	EHMT1	19972	distal
chr9_140599920_140600356	EHMT1	30283	distal
chr9_140610089_140610177	EHMT1	-27232	distal
chr9_140610886_140611285	EHMT1	-26124	distal
chr9_140616414_140617376	EHMT1	-20033	distal
chr9_140617916_140618312	EHMT1	-19097	distal
chr9_140632668_140633069	EHMT1	-4340	distal
chr9_140639855_140640443	EHMT1	2438	distal
chr9_140651983_140652500	EHMT1	14566	distal
chr9_140653498_140653898	EHMT1	16081	distal
chr9_140655489_140655751	EHMT1	18072	distal
chr9_140656913_140657239	EHMT1	19496	distal
chr9_140720024_140720529	EHMT1	36762	distal
chr9_140777403_140777837	CACNA1B	5018	distal
chr9_140778507_140779429	CACNA1B	6122	distal
chr9_141044417_141044932			intergenic
chr9_141104152_141104553			intergenic
chr10_119946_120284	TUBB8	0	promoter
chr10_122372_122569	TUBB8	-2270	distal
chr10_173701_174362	ZMYND11	-6043	distal
chr10_175842_176140	ZMYND11	-4265	distal
chr10_180073_183474	ZMYND11	0	promoter
chr10_330037_330136	DIP2C;ZMYND11	0;86157	distal;distal
chr10_363112_363645	DIP2C;ZMYND11	0;119232	distal;distal
chr10_369795_370328	DIP2C;ZMYND11	0;125915	distal;distal
chr10_379377_380256	DIP2C;ZMYND11	0;135497	distal;distal
chr10_427724_428214	DIP2C	104284	distal
chr10_496474_497635	DIP2C	34863	distal
chr10_516133_517049	DIP2C	15449	distal
chr10_530480_531420	DIP2C	1078	distal
chr10_556899_557392	DIP2C	-24402	distal
chr10_666453_666488	DIP2C;PRR26	0;-29400	distal;distal
chr10_834964_835434	LARP4B	96268	distal
chr10_850459_851187	LARP4B	80515	distal
chr10_897823_898209	LARP4B	33493	distal
chr10_967811_968117	LARP4B	9528	distal
chr10_975779_978475	LARP4B	0	promoter
chr10_990182_990967	LARP4B	-12538	distal
chr10_1017120_1017506	GTPBP4	-16453	distal
chr10_1033469_1035234	GTPBP4	0	promoter
chr10_1082393_1083423	IDI2	-10595	distal
chr10_1089201_1090563	IDI1	4260	distal
chr10_1091622_1092447	IDI1	2376	distal
chr10_1093550_1096937	IDI1;WDR37	0;0	promoter;promoter
chr10_1101520_1103767	WDR37	0	promoter
chr10_1107827_1109847	WDR37	5030	distal
chr10_1115676_1115998	WDR37	12879	distal
chr10_1120949_1121049	WDR37	18152	distal
chr10_1155774_1156794	WDR37	52977	distal
chr10_1195711_1196107	ADARB2	50193	distal
chr10_1255475_1255573	ADARB2	-9151	distal
chr10_1282307_1282887	ADARB2	-35983	distal
chr10_1296068_1296281	ADARB2	-49744	distal
chr10_1330209_1330659	ADARB2	-83885	distal
chr10_1401456_1401943	ADARB2	-155132	distal
chr10_1411047_1411382	ADARB2	-164723	distal
chr10_1463000_1463516	ADARB2	0	distal
chr10_1468219_1468375	ADARB2	0	distal
chr10_1496613_1497094	ADARB2	0	distal
chr10_1531275_1531638	ADARB2	0	distal
chr10_1704051_1704947	ADARB2	74723	distal
chr10_1748970_1749266	ADARB2	30404	distal
chr10_1779629_1779892	ADARB2	0	promoter
chr10_1939453_1939934	ADARB2	-159784	distal
chr10_1974753_1975294	ADARB2	-195084	distal
chr10_1980427_1981760			intergenic
chr10_2063069_2063334			intergenic
chr10_2970438_2970797	PFKP	-138915	distal
chr10_3078253_3078857	PFKP	-30855	distal
chr10_3085707_3086147	PFKP	-23565	distal
chr10_3100181_3100569	PFKP	-9143	distal
chr10_3108607_3111592	PFKP	0	promoter
chr10_3135222_3135998	PFKP	24404	distal
chr10_3137507_3138816	PFKP	26689	distal
chr10_3141482_3141862	PFKP	-29337	distal
chr10_3214143_3216235	PITRM1	0	promoter
chr10_3228601_3228826	PITRM1	-13569	distal
chr10_3235006_3235461	PITRM1	-19974	distal
chr10_3239499_3240346	PITRM1	-24467	distal
chr10_3250953_3251104	PITRM1	-35921	distal
chr10_3264251_3264781	PITRM1	-49219	distal
chr10_3269889_3270641	PITRM1	-54857	distal
chr10_3281738_3282233	PITRM1	-66706	distal
chr10_3356379_3356780	PITRM1	-141347	distal
chr10_3372818_3373352	PITRM1	-157786	distal
chr10_3464070_3464450			intergenic
chr10_3466639_3467016			intergenic
chr10_3507775_3507898			intergenic
chr10_3509631_3510002			intergenic
chr10_3510508_3510604			intergenic
chr10_3511226_3511785			intergenic
chr10_3514588_3515287			intergenic
chr10_3524483_3524878			intergenic
chr10_3526413_3527990			intergenic
chr10_3697621_3698158	KLF6	129227	distal
chr10_3709048_3709552	KLF6	117833	distal
chr10_3710506_3711553	KLF6	115832	distal
chr10_3713531_3714088	KLF6	113297	distal
chr10_3757101_3757592	KLF6	69793	distal
chr10_3762441_3763421	KLF6	63964	distal
chr10_3782245_3783144	KLF6	44241	distal
chr10_3784238_3784690	KLF6	42695	distal
chr10_3791765_3792621	KLF6	34764	distal
chr10_3799499_3800894	KLF6	26491	distal
chr10_3803087_3803927	KLF6	23458	distal
chr10_3805475_3805478	KLF6	21907	distal
chr10_3806767_3807852	KLF6	19533	distal
chr10_3808592_3808996	KLF6	18389	distal
chr10_3811635_3813046	KLF6	14339	distal
chr10_3814706_3830474	KLF6	0	promoter
chr10_3845429_3854381	KLF6	-17957	distal
chr10_3870505_3871987	KLF6	-43033	distal
chr10_3877922_3878962	KLF6	-50450	distal
chr10_3893104_3895195	KLF6	-65632	distal
chr10_3915749_3920070	KLF6	-88277	distal
chr10_3929754_3930717	KLF6	-102282	distal
chr10_3934395_3935407	KLF6	-106923	distal
chr10_3936103_3936499	KLF6	-108631	distal
chr10_3944400_3945205	KLF6	-116928	distal
chr10_3946819_3946908	KLF6	-119347	distal
chr10_3977200_3977860	KLF6	-149728	distal
chr10_3987965_3988605	KLF6	-160493	distal
chr10_3990920_3991540	KLF6	-163448	distal
chr10_3993045_3993485	KLF6	-165573	distal
chr10_4003214_4003787	KLF6	-175742	distal
chr10_4012319_4012433	KLF6	-184847	distal
chr10_4014804_4015493	KLF6	-187332	distal
chr10_4022918_4023101	KLF6	-195446	distal
chr10_4048318_4048538			intergenic
chr10_4077017_4077861			intergenic
chr10_4096149_4096630			intergenic
chr10_4101990_4102365			intergenic
chr10_4109697_4110396			intergenic
chr10_4149542_4149869			intergenic
chr10_4163705_4164247			intergenic
chr10_4170099_4170603			intergenic
chr10_4172765_4174740			intergenic
chr10_4276673_4277388			intergenic
chr10_4308641_4309082			intergenic
chr10_4312352_4312752			intergenic
chr10_4374931_4376672			intergenic
chr10_4450008_4450396			intergenic
chr10_4556515_4557204			intergenic
chr10_4562199_4562637			intergenic
chr10_4698792_4699135	AKR1E2	-169311	distal
chr10_4746385_4746509	AKR1E2	-121937	distal
chr10_4812869_4813426	AKR1E2	-55020	distal
chr10_4854177_4854648	AKR1E2	-13798	distal
chr10_4857025_4857859	AKR1E2	-10587	distal
chr10_4862912_4863394	AKR1E2	-5052	distal
chr10_4867847_4869331	AKR1E2	0	promoter
chr10_4889765_4890123	AKR1E2	21278	distal
chr10_4890702_4892478	AKR1E2	22215	distal
chr10_5132047_5132466	AKR1C3	-3519	distal
chr10_5136349_5137224	AKR1C3	365	distal
chr10_5275985_5276787	AKR1C4	37188	distal
chr10_5316719_5317171	AKR1C4	77922	distal
chr10_5325219_5326947	UCN3	-80025	distal
chr10_5333354_5334805	UCN3	-72167	distal
chr10_5335546_5336524	UCN3	-70448	distal
chr10_5339207_5340046	UCN3	-66926	distal
chr10_5359584_5360178	UCN3	-46794	distal
chr10_5425930_5426374	UCN3	18959	distal
chr10_5454118_5455461	NET1	0	promoter
chr10_5475967_5476602	NET1	-11972	distal
chr10_5484021_5484458	NET1	-4116	distal
chr10_5488242_5488864	NET1	0	promoter
chr10_5489519_5489942	NET1	946	distal
chr10_5491809_5492101	NET1	3236	distal
chr10_5590765_5591277	CALML3	24794	distal
chr10_5606051_5607090	CALML3	40080	distal
chr10_5664978_5665560	ASB13	42981	distal
chr10_5671739_5672251	ASB13	36290	distal
chr10_5701705_5702263	ASB13	6278	distal
chr10_5707726_5709031	ASB13	0	promoter
chr10_5725960_5728263	FAM208B	0	promoter
chr10_5734334_5735365	FAM208B	0	promoter
chr10_5817462_5818356	GDI2	37018	distal
chr10_5851461_5852015	GDI2	3359	distal
chr10_5853411_5853616	GDI2	1758	distal
chr10_5854278_5856613	GDI2	0	promoter
